#1
# Typical meterological year Source: DOE/ASHRAE2015
double	default(8760, 2) # Time [s], DNI [W/m2], from IWEC file (EnergyPlus weather files, published in eere.energy.gov
8467200	0
8470800	0
8474400	0
8478000	0
8481600	0
8485200	0
8488800	39
8492400	276
8496000	76
8499600	122
8503200	14
8506800	40
8510400	81
8514000	246
8517600	258
8521200	13
8524800	185
8528400	65
8532000	0
8535600	0
8539200	0
8542800	0
8546400	0
8550000	0
8553600	0
8557200	0
8560800	0
8564400	0
8568000	0
8571600	0
8575200	0
8578800	0
8582400	103
8586000	93
8589600	240
8593200	326
8596800	81
8600400	514
8604000	238
8607600	397
8611200	151
8614800	0
8618400	0
8622000	0
8625600	0
8629200	0
8632800	0
8636400	0
8640000	0
8643600	0
8647200	0
8650800	0
8654400	0
8658000	0
8661600	0
8665200	0
8668800	7
8672400	223
8676000	31
8679600	16
8683200	82
8686800	246
8690400	78
8694000	103
8697600	0
8701200	13
8704800	0
8708400	0
8712000	0
8715600	0
8719200	0
8722800	0
8726400	0
8730000	0
8733600	0
8737200	0
8740800	0
8744400	0
8748000	0
8751600	0
8755200	96
8758800	23
8762400	38
8766000	81
8769600	249
8773200	80
8776800	150
8780400	240
8784000	146
8787600	0
8791200	0
8794800	0
8798400	0
8802000	0
8805600	0
8809200	0
8812800	0
8816400	0
8820000	0
8823600	0
8827200	0
8830800	0
8834400	0
8838000	0
8841600	8
8845200	228
8848800	317
8852400	328
8856000	279
8859600	406
8863200	241
8866800	349
8870400	413
8874000	233
8877600	0
8881200	0
8884800	0
8888400	0
8892000	0
8895600	0
8899200	0
8902800	0
8906400	0
8910000	0
8913600	0
8917200	0
8920800	69
8924400	302
8928000	453
8931600	598
8935200	666
8938800	398
8942400	554
8946000	680
8949600	645
8953200	686
8956800	432
8960400	256
8964000	17
8967600	0
8971200	0
8974800	0
8978400	0
8982000	0
8985600	0
8989200	0
8992800	0
8996400	0
9000000	0
9003600	0
9007200	72
9010800	247
9014400	454
9018000	434
9021600	292
9025200	325
9028800	35
9032400	39
9036000	36
9039600	22
9043200	5
9046800	87
9050400	0
9054000	0
9057600	0
9061200	0
9064800	0
9068400	0
9072000	0
9075600	0
9079200	0
9082800	0
9086400	0
9090000	0
9093600	0
9097200	0
9100800	0
9104400	49
9108000	38
9111600	1
9115200	0
9118800	34
9122400	37
9126000	178
9129600	27
9133200	0
9136800	0
9140400	0
9144000	0
9147600	0
9151200	0
9154800	0
9158400	0
9162000	0
9165600	0
9169200	0
9172800	0
9176400	0
9180000	46
9183600	43
9187200	16
9190800	230
9194400	138
9198000	156
9201600	15
9205200	40
9208800	37
9212400	10
9216000	268
9219600	318
9223200	31
9226800	0
9230400	0
9234000	0
9237600	0
9241200	0
9244800	0
9248400	0
9252000	0
9255600	0
9259200	0
9262800	0
9266400	136
9270000	274
9273600	121
9277200	348
9280800	155
9284400	587
9288000	799
9291600	790
9295200	759
9298800	464
9302400	389
9306000	252
9309600	28
9313200	0
9316800	0
9320400	0
9324000	0
9327600	0
9331200	0
9334800	0
9338400	0
9342000	0
9345600	0
9349200	0
9352800	0
9356400	53
9360000	215
9363600	29
9367200	269
9370800	587
9374400	670
9378000	660
9381600	274
9385200	114
9388800	69
9392400	21
9396000	0
9399600	0
9403200	0
9406800	0
9410400	0
9414000	0
9417600	0
9421200	0
9424800	0
9428400	0
9432000	0
9435600	0
9439200	0
9442800	1
9446400	24
9450000	13
9453600	78
9457200	157
9460800	157
9464400	15
9468000	37
9471600	23
9475200	6
9478800	0
9482400	0
9486000	0
9489600	0
9493200	0
9496800	0
9500400	0
9504000	0
9507600	0
9511200	0
9514800	0
9518400	0
9522000	0
9525600	0
9529200	1
9532800	9
9536400	33
9540000	38
9543600	40
9547200	40
9550800	40
9554400	37
9558000	23
9561600	6
9565200	0
9568800	0
9572400	0
9576000	0
9579600	0
9583200	0
9586800	0
9590400	0
9594000	0
9597600	0
9601200	0
9604800	0
9608400	0
9612000	157
9615600	406
9619200	598
9622800	725
9626400	775
9630000	826
9633600	550
9637200	705
9640800	755
9644400	464
9648000	364
9651600	97
9655200	26
9658800	0
9662400	0
9666000	0
9669600	0
9673200	0
9676800	0
9680400	0
9684000	0
9687600	0
9691200	0
9694800	0
9698400	149
9702000	381
9705600	219
9709200	130
9712800	15
9716400	41
9720000	41
9723600	80
9727200	14
9730800	0
9734400	0
9738000	0
9741600	0
9745200	0
9748800	0
9752400	0
9756000	0
9759600	0
9763200	0
9766800	0
9770400	0
9774000	0
9777600	0
9781200	0
9784800	0
9788400	0
9792000	0
9795600	0
9799200	0
9802800	1
9806400	35
9810000	39
9813600	37
9817200	23
9820800	7
9824400	0
9828000	0
9831600	0
9835200	0
9838800	0
9842400	0
9846000	0
9849600	0
9853200	0
9856800	0
9860400	0
9864000	0
9867600	0
9871200	97
9874800	334
9878400	546
9882000	678
9885600	277
9889200	466
9892800	527
9896400	283
9900000	454
9903600	253
9907200	153
9910800	0
9914400	0
9918000	0
9921600	0
9925200	0
9928800	0
9932400	0
9936000	0
9939600	0
9943200	0
9946800	0
9950400	0
9954000	0
9957600	0
9961200	1
9964800	104
9968400	262
9972000	520
9975600	709
9979200	806
9982800	821
9986400	801
9990000	704
9993600	415
9997200	288
10000800	65
10004400	0
10008000	0
10011600	0
10015200	0
10018800	0
10022400	0
10026000	0
10029600	0
10033200	0
10036800	0
10040400	0
10044000	152
10047600	418
10051200	606
10054800	735
10058400	735
10062000	841
10065600	847
10069200	837
10072800	808
10076400	666
10080000	463
10083600	353
10087200	69
10090800	0
10094400	0
10098000	0
10101600	0
10105200	0
10108800	0
10112400	0
10116000	0
10119600	0
10123200	0
10126800	0
10130400	0
10134000	1
10137600	0
10141200	0
10144800	33
10148400	272
10152000	304
10155600	321
10159200	311
10162800	410
10166400	354
10170000	228
10173600	0
10177200	0
10180800	0
10184400	0
10188000	0
10191600	0
10195200	0
10198800	0
10202400	0
10206000	0
10209600	0
10213200	0
10216800	0
10220400	0
10224000	0
10227600	0
10231200	0
10234800	1
10238400	39
10242000	40
10245600	135
10249200	218
10252800	30
10256400	32
10260000	0
10263600	0
10267200	0
10270800	0
10274400	0
10278000	0
10281600	0
10285200	0
10288800	0
10292400	0
10296000	0
10299600	0
10303200	221
10306800	238
10310400	87
10314000	85
10317600	89
10321200	155
10324800	327
10328400	80
10332000	500
10335600	141
10339200	0
10342800	0
10346400	0
10350000	0
10353600	0
10357200	0
10360800	0
10364400	0
10368000	0
10371600	0
10375200	0
10378800	0
10382400	0
10386000	0
10389600	172
10393200	244
10396800	102
10400400	13
10404000	38
10407600	158
10411200	17
10414800	137
10418400	272
10422000	225
10425600	203
10429200	22
10432800	26
10436400	0
10440000	0
10443600	0
10447200	0
10450800	0
10454400	0
10458000	0
10461600	0
10465200	0
10468800	0
10472400	0
10476000	0
10479600	2
10483200	10
10486800	35
10490400	39
10494000	12
10497600	12
10501200	40
10504800	37
10508400	32
10512000	7
10515600	0
10519200	0
10522800	0
10526400	0
10530000	0
10533600	0
10537200	0
10540800	0
10544400	0
10548000	0
10551600	0
10555200	0
10558800	0
10562400	0
10566000	2
10569600	238
10573200	348
10576800	160
10580400	104
10584000	17
10587600	40
10591200	37
10594800	32
10598400	7
10602000	229
10605600	68
10609200	0
10612800	0
10616400	0
10620000	0
10623600	0
10627200	0
10630800	0
10634400	0
10638000	0
10641600	0
10645200	0
10648800	0
10652400	2
10656000	10
10659600	34
10663200	38
10666800	12
10670400	1
10674000	1
10677600	0
10681200	0
10684800	0
10688400	0
10692000	0
10695600	0
10699200	0
10702800	0
10706400	0
10710000	0
10713600	0
10717200	0
10720800	0
10724400	0
10728000	0
10731600	0
10735200	0
10738800	0
10742400	0
10746000	0
10749600	0
10753200	38
10756800	12
10760400	39
10764000	37
10767600	120
10771200	362
10774800	365
10778400	99
10782000	0
10785600	0
10789200	0
10792800	0
10796400	0
10800000	0
10803600	0
10807200	0
10810800	0
10814400	0
10818000	0
10821600	136
10825200	346
10828800	565
10832400	729
10836000	778
10839600	817
10843200	599
10846800	310
10850400	32
10854000	31
10857600	90
10861200	269
10864800	102
10868400	0
10872000	0
10875600	0
10879200	0
10882800	0
10886400	0
10890000	0
10893600	0
10897200	0
10900800	0
10904400	0
10908000	78
10911600	7
10915200	100
10918800	13
10922400	37
10926000	12
10929600	12
10933200	12
10936800	36
10940400	31
10944000	8
10947600	0
10951200	0
10954800	0
10958400	0
10962000	0
10965600	0
10969200	0
10972800	0
10976400	0
10980000	0
10983600	0
10987200	0
10990800	0
10994400	0
10998000	2
11001600	10
11005200	34
11008800	38
11012400	12
11016000	12
11019600	365
11023200	149
11026800	0
11030400	0
11034000	96
11037600	23
11041200	0
11044800	0
11048400	0
11052000	0
11055600	0
11059200	0
11062800	0
11066400	0
11070000	0
11073600	0
11077200	0
11080800	0
11084400	0
11088000	0
11091600	0
11095200	32
11098800	154
11102400	100
11106000	16
11109600	128
11113200	130
11116800	14
11120400	0
11124000	0
11127600	0
11131200	0
11134800	0
11138400	0
11142000	0
11145600	0
11149200	0
11152800	0
11156400	0
11160000	0
11163600	0
11167200	0
11170800	2
11174400	10
11178000	34
11181600	37
11185200	12
11188800	12
11192400	12
11196000	36
11199600	31
11203200	8
11206800	0
11210400	0
11214000	0
11217600	0
11221200	0
11224800	0
11228400	0
11232000	0
11235600	0
11239200	0
11242800	0
11246400	0
11250000	0
11253600	190
11257200	73
11260800	80
11264400	386
11268000	574
11271600	311
11275200	293
11278800	290
11282400	295
11286000	392
11289600	195
11293200	297
11296800	91
11300400	0
11304000	0
11307600	0
11311200	0
11314800	0
11318400	0
11322000	0
11325600	0
11329200	0
11332800	0
11336400	0
11340000	0
11343600	2
11347200	103
11350800	13
11354400	425
11358000	173
11361600	101
11365200	100
11368800	264
11372400	119
11376000	197
11379600	123
11383200	0
11386800	0
11390400	0
11394000	0
11397600	0
11401200	0
11404800	0
11408400	0
11412000	0
11415600	0
11419200	0
11422800	0
11426400	0
11430000	2
11433600	10
11437200	123
11440800	14
11444400	12
11448000	152
11451600	98
11455200	259
11458800	271
11462400	90
11466000	12
11469600	0
11473200	0
11476800	0
11480400	0
11484000	0
11487600	0
11491200	0
11494800	0
11498400	0
11502000	0
11505600	0
11509200	0
11512800	74
11516400	391
11520000	607
11523600	716
11527200	780
11530800	815
11534400	811
11538000	724
11541600	696
11545200	516
11548800	515
11552400	363
11556000	115
11559600	0
11563200	0
11566800	0
11570400	0
11574000	0
11577600	0
11581200	0
11584800	0
11588400	0
11592000	0
11595600	0
11599200	210
11602800	357
11606400	554
11610000	606
11613600	461
11617200	588
11620800	640
11624400	723
11628000	426
11631600	397
11635200	448
11638800	3
11642400	0
11646000	0
11649600	0
11653200	0
11656800	0
11660400	0
11664000	0
11667600	0
11671200	0
11674800	0
11678400	0
11682000	52
11685600	222
11689200	461
11692800	622
11696400	734
11700000	788
11703600	813
11707200	814
11710800	804
11714400	772
11718000	650
11721600	540
11725200	358
11728800	125
11732400	0
11736000	0
11739600	0
11743200	0
11746800	0
11750400	0
11754000	0
11757600	0
11761200	0
11764800	0
11768400	79
11772000	256
11775600	371
11779200	485
11782800	564
11786400	621
11790000	635
11793600	311
11797200	291
11800800	298
11804400	277
11808000	336
11811600	203
11815200	157
11818800	0
11822400	0
11826000	0
11829600	0
11833200	0
11836800	0
11840400	0
11844000	0
11847600	0
11851200	0
11854800	0
11858400	26
11862000	3
11865600	7
11869200	35
11872800	12
11876400	152
11880000	16
11883600	151
11887200	413
11890800	543
11894400	465
11898000	382
11901600	139
11905200	0
11908800	0
11912400	0
11916000	0
11919600	0
11923200	0
11926800	0
11930400	0
11934000	0
11937600	0
11941200	0
11944800	12
11948400	73
11952000	123
11955600	394
11959200	275
11962800	292
11966400	292
11970000	287
11973600	445
11977200	541
11980800	465
11984400	385
11988000	143
11991600	0
11995200	0
11998800	0
12002400	0
12006000	0
12009600	0
12013200	0
12016800	0
12020400	0
12024000	0
12027600	94
12031200	182
12034800	365
12038400	584
12042000	708
12045600	725
12049200	743
12052800	617
12056400	626
12060000	614
12063600	541
12067200	468
12070800	301
12074400	5
12078000	0
12081600	0
12085200	0
12088800	0
12092400	0
12096000	0
12099600	0
12103200	0
12106800	0
12110400	0
12114000	110
12117600	286
12121200	459
12124800	619
12128400	721
12132000	786
12135600	807
12139200	759
12142800	587
12146400	613
12150000	664
12153600	440
12157200	223
12160800	96
12164400	0
12168000	0
12171600	0
12175200	0
12178800	0
12182400	0
12186000	0
12189600	0
12193200	0
12196800	0
12200400	104
12204000	290
12207600	396
12211200	556
12214800	667
12218400	618
12222000	681
12225600	759
12229200	808
12232800	754
12236400	663
12240000	42
12243600	2
12247200	0
12250800	0
12254400	0
12258000	0
12261600	0
12265200	0
12268800	0
12272400	0
12276000	0
12279600	0
12283200	0
12286800	0
12290400	0
12294000	0
12297600	0
12301200	0
12304800	1
12308400	1
12312000	1
12315600	1
12319200	1
12322800	0
12326400	0
12330000	4
12333600	0
12337200	0
12340800	0
12344400	0
12348000	0
12351600	0
12355200	0
12358800	0
12362400	0
12366000	0
12369600	0
12373200	0
12376800	105
12380400	11
12384000	8
12387600	35
12391200	12
12394800	12
12398400	153
12402000	307
12405600	127
12409200	368
12412800	352
12416400	211
12420000	0
12423600	0
12427200	0
12430800	0
12434400	0
12438000	0
12441600	0
12445200	0
12448800	0
12452400	0
12456000	0
12459600	27
12463200	229
12466800	364
12470400	492
12474000	433
12477600	288
12481200	250
12484800	465
12488400	409
12492000	478
12495600	397
12499200	349
12502800	385
12506400	108
12510000	0
12513600	0
12517200	0
12520800	0
12524400	0
12528000	0
12531600	0
12535200	0
12538800	0
12542400	0
12546000	71
12549600	292
12553200	451
12556800	640
12560400	716
12564000	797
12567600	812
12571200	738
12574800	730
12578400	701
12582000	637
12585600	589
12589200	398
12592800	160
12596400	0
12600000	0
12603600	0
12607200	0
12610800	0
12614400	0
12618000	0
12621600	0
12625200	0
12628800	0
12632400	92
12636000	283
12639600	452
12643200	646
12646800	732
12650400	799
12654000	817
12657600	824
12661200	816
12664800	750
12668400	692
12672000	553
12675600	305
12679200	108
12682800	0
12686400	0
12690000	0
12693600	0
12697200	0
12700800	0
12704400	0
12708000	0
12711600	0
12715200	0
12718800	0
12722400	33
12726000	7
12729600	11
12733200	17
12736800	26
12740400	27
12744000	27
12747600	27
12751200	18
12754800	16
12758400	6
12762000	3
12765600	0
12769200	0
12772800	0
12776400	0
12780000	0
12783600	0
12787200	0
12790800	0
12794400	0
12798000	0
12801600	0
12805200	0
12808800	0
12812400	6
12816000	8
12819600	35
12823200	12
12826800	12
12830400	290
12834000	500
12837600	560
12841200	143
12844800	74
12848400	244
12852000	110
12855600	0
12859200	0
12862800	0
12866400	0
12870000	0
12873600	0
12877200	0
12880800	0
12884400	0
12888000	0
12891600	73
12895200	304
12898800	403
12902400	507
12906000	567
12909600	629
12913200	694
12916800	620
12920400	729
12924000	727
12927600	657
12931200	456
12934800	70
12938400	67
12942000	0
12945600	0
12949200	0
12952800	0
12956400	0
12960000	0
12963600	0
12967200	0
12970800	0
12974400	0
12978000	72
12981600	279
12985200	424
12988800	494
12992400	252
12996000	63
12999600	27
13003200	162
13006800	302
13010400	538
13014000	656
13017600	560
13021200	401
13024800	168
13028400	10
13032000	0
13035600	0
13039200	0
13042800	0
13046400	0
13050000	0
13053600	0
13057200	0
13060800	0
13064400	71
13068000	283
13071600	437
13075200	629
13078800	711
13082400	768
13086000	728
13089600	451
13093200	190
13096800	110
13100400	101
13104000	349
13107600	381
13111200	184
13114800	3
13118400	0
13122000	0
13125600	0
13129200	0
13132800	0
13136400	0
13140000	0
13143600	0
13147200	0
13150800	85
13154400	264
13158000	468
13161600	618
13165200	704
13168800	759
13172400	795
13176000	800
13179600	796
13183200	743
13186800	674
13190400	574
13194000	409
13197600	190
13201200	5
13204800	0
13208400	0
13212000	0
13215600	0
13219200	0
13222800	0
13226400	0
13230000	0
13233600	0
13237200	88
13240800	266
13244400	429
13248000	619
13251600	700
13255200	754
13258800	792
13262400	847
13266000	787
13269600	674
13273200	683
13276800	603
13280400	432
13284000	198
13287600	12
13291200	0
13294800	0
13298400	0
13302000	0
13305600	0
13309200	0
13312800	0
13316400	0
13320000	0
13323600	60
13327200	243
13330800	280
13334400	447
13338000	595
13341600	617
13345200	690
13348800	780
13352400	789
13356000	738
13359600	672
13363200	529
13366800	290
13370400	145
13374000	0
13377600	0
13381200	0
13384800	0
13388400	0
13392000	0
13395600	0
13399200	0
13402800	0
13406400	0
13410000	45
13413600	252
13417200	337
13420800	453
13424400	643
13428000	617
13431600	646
13435200	647
13438800	666
13442400	720
13446000	680
13449600	573
13453200	424
13456800	199
13460400	6
13464000	0
13467600	0
13471200	0
13474800	0
13478400	0
13482000	0
13485600	0
13489200	0
13492800	0
13496400	0
13500000	0
13503600	218
13507200	608
13510800	697
13514400	763
13518000	723
13521600	598
13525200	268
13528800	546
13532400	663
13536000	634
13539600	402
13543200	192
13546800	7
13550400	0
13554000	0
13557600	0
13561200	0
13564800	0
13568400	0
13572000	0
13575600	0
13579200	0
13582800	0
13586400	0
13590000	0
13593600	92
13597200	3
13600800	2
13604400	189
13608000	135
13611600	18
13615200	25
13618800	16
13622400	11
13626000	43
13629600	0
13633200	0
13636800	0
13640400	0
13644000	0
13647600	0
13651200	0
13654800	0
13658400	0
13662000	0
13665600	0
13669200	0
13672800	226
13676400	421
13680000	612
13683600	50
13687200	26
13690800	26
13694400	3
13698000	62
13701600	151
13705200	502
13708800	504
13712400	409
13716000	193
13719600	15
13723200	0
13726800	0
13730400	0
13734000	0
13737600	0
13741200	0
13744800	0
13748400	0
13752000	0
13755600	0
13759200	0
13762800	3
13766400	7
13770000	33
13773600	11
13777200	12
13780800	284
13784400	488
13788000	157
13791600	240
13795200	35
13798800	264
13802400	126
13806000	0
13809600	0
13813200	0
13816800	0
13820400	0
13824000	0
13827600	0
13831200	0
13834800	0
13838400	0
13842000	0
13845600	0
13849200	21
13852800	7
13856400	34
13860000	144
13863600	16
13867200	286
13870800	36
13874400	11
13878000	485
13881600	433
13885200	366
13888800	152
13892400	10
13896000	0
13899600	0
13903200	0
13906800	0
13910400	0
13914000	0
13917600	0
13921200	0
13924800	0
13928400	0
13932000	0
13935600	3
13939200	7
13942800	33
13946400	11
13950000	12
13953600	12
13957200	11
13960800	2
13964400	0
13968000	0
13971600	0
13975200	0
13978800	0
13982400	0
13986000	0
13989600	0
13993200	0
13996800	0
14000400	0
14004000	0
14007600	0
14011200	0
14014800	0
14018400	94
14022000	10
14025600	102
14029200	361
14032800	261
14036400	279
14040000	158
14043600	94
14047200	15
14050800	108
14054400	355
14058000	64
14061600	64
14065200	0
14068800	0
14072400	0
14076000	0
14079600	0
14083200	0
14086800	0
14090400	0
14094000	0
14097600	0
14101200	0
14104800	0
14108400	0
14112000	23
14115600	33
14119200	11
14122800	12
14126400	12
14130000	12
14133600	11
14137200	32
14140800	9
14144400	3
14148000	0
14151600	0
14155200	0
14158800	0
14162400	0
14166000	0
14169600	0
14173200	0
14176800	0
14180400	0
14184000	0
14187600	73
14191200	280
14194800	438
14198400	595
14202000	673
14205600	593
14209200	447
14212800	466
14216400	461
14220000	289
14223600	386
14227200	193
14230800	129
14234400	9
14238000	0
14241600	0
14245200	0
14248800	0
14252400	0
14256000	0
14259600	0
14263200	0
14266800	0
14270400	0
14274000	0
14277600	0
14281200	3
14284800	258
14288400	389
14292000	558
14295600	445
14299200	303
14302800	147
14306400	92
14310000	241
14313600	151
14317200	356
14320800	146
14324400	7
14328000	0
14331600	0
14335200	0
14338800	0
14342400	0
14346000	0
14349600	0
14353200	0
14356800	0
14360400	0
14364000	0
14367600	3
14371200	7
14374800	34
14378400	11
14382000	12
14385600	12
14389200	12
14392800	11
14396400	32
14400000	91
14403600	6
14407200	0
14410800	0
14414400	0
14418000	0
14421600	0
14425200	0
14428800	0
14432400	0
14436000	0
14439600	0
14443200	0
14446800	0
14450400	0
14454000	3
14457600	7
14461200	34
14464800	11
14468400	1
14472000	1
14475600	37
14479200	11
14482800	32
14486400	9
14490000	61
14493600	67
14497200	5
14500800	0
14504400	0
14508000	0
14511600	0
14515200	0
14518800	0
14522400	0
14526000	0
14529600	0
14533200	64
14536800	0
14540400	3
14544000	105
14547600	381
14551200	162
14554800	16
14558400	149
14562000	95
14565600	15
14569200	32
14572800	9
14576400	0
14580000	0
14583600	0
14587200	0
14590800	0
14594400	0
14598000	0
14601600	0
14605200	0
14608800	0
14612400	0
14616000	0
14619600	0
14623200	0
14626800	73
14630400	15
14634000	17
14637600	26
14641200	27
14644800	157
14648400	18
14652000	25
14655600	16
14659200	91
14662800	5
14666400	0
14670000	0
14673600	0
14677200	0
14680800	0
14684400	0
14688000	0
14691600	0
14695200	0
14698800	0
14702400	0
14706000	0
14709600	0
14713200	0
14716800	0
14720400	42
14724000	26
14727600	27
14731200	269
14734800	156
14738400	130
14742000	102
14745600	87
14749200	5
14752800	117
14756400	8
14760000	0
14763600	0
14767200	0
14770800	0
14774400	0
14778000	0
14781600	0
14785200	0
14788800	0
14792400	0
14796000	19
14799600	0
14803200	0
14806800	28
14810400	11
14814000	12
14817600	12
14821200	12
14824800	11
14828400	32
14832000	6
14835600	3
14839200	163
14842800	0
14846400	0
14850000	0
14853600	0
14857200	0
14860800	0
14864400	0
14868000	0
14871600	0
14875200	0
14878800	47
14882400	171
14886000	148
14889600	83
14893200	13
14896800	347
14900400	458
14904000	458
14907600	295
14911200	139
14914800	352
14918400	112
14922000	6
14925600	0
14929200	0
14932800	0
14936400	0
14940000	0
14943600	0
14947200	0
14950800	0
14954400	0
14958000	0
14961600	0
14965200	0
14968800	0
14972400	0
14976000	33
14979600	16
14983200	25
14986800	27
14990400	27
14994000	403
14997600	447
15001200	132
15004800	86
15008400	34
15012000	0
15015600	0
15019200	0
15022800	0
15026400	0
15030000	0
15033600	0
15037200	0
15040800	0
15044400	0
15048000	0
15051600	0
15055200	0
15058800	6
15062400	11
15066000	157
15069600	437
15073200	355
15076800	282
15080400	238
15084000	230
15087600	372
15091200	336
15094800	209
15098400	147
15102000	26
15105600	0
15109200	0
15112800	0
15116400	0
15120000	0
15123600	0
15127200	0
15130800	0
15134400	0
15138000	64
15141600	0
15145200	0
15148800	0
15152400	1
15156000	2
15159600	3
15163200	3
15166800	62
15170400	255
15174000	215
15177600	185
15181200	44
15184800	10
15188400	0
15192000	0
15195600	0
15199200	0
15202800	0
15206400	0
15210000	0
15213600	0
15217200	0
15220800	0
15224400	0
15228000	0
15231600	0
15235200	0
15238800	1
15242400	2
15246000	186
15249600	497
15253200	482
15256800	476
15260400	99
15264000	380
15267600	326
15271200	188
15274800	12
15278400	0
15282000	0
15285600	0
15289200	0
15292800	0
15296400	0
15300000	0
15303600	0
15307200	0
15310800	0
15314400	0
15318000	6
15321600	11
15325200	16
15328800	25
15332400	345
15336000	392
15339600	48
15343200	25
15346800	16
15350400	12
15354000	4
15357600	0
15361200	0
15364800	0
15368400	0
15372000	0
15375600	0
15379200	0
15382800	0
15386400	0
15390000	0
15393600	0
15397200	0
15400800	100
15404400	0
15408000	0
15411600	1
15415200	183
15418800	18
15422400	264
15426000	153
15429600	417
15433200	47
15436800	9
15440400	4
15444000	1
15447600	0
15451200	0
15454800	0
15458400	0
15462000	0
15465600	0
15469200	0
15472800	0
15476400	0
15480000	0
15483600	0
15487200	0
15490800	8
15494400	10
15498000	16
15501600	150
15505200	134
15508800	3
15512400	1
15516000	59
15519600	16
15523200	355
15526800	309
15530400	113
15534000	0
15537600	0
15541200	0
15544800	0
15548400	0
15552000	0
15555600	0
15559200	0
15562800	0
15566400	0
15570000	0
15573600	0
15577200	6
15580800	190
15584400	220
15588000	266
15591600	239
15595200	241
15598800	275
15602400	264
15606000	260
15609600	223
15613200	127
15616800	43
15620400	0
15624000	0
15627600	0
15631200	0
15634800	0
15638400	0
15642000	0
15645600	0
15649200	0
15652800	0
15656400	0
15660000	0
15663600	10
15667200	7
15670800	34
15674400	145
15678000	96
15681600	97
15685200	16
15688800	144
15692400	241
15696000	102
15699600	8
15703200	66
15706800	5
15710400	0
15714000	0
15717600	0
15721200	0
15724800	0
15728400	0
15732000	0
15735600	0
15739200	0
15742800	0
15746400	0
15750000	5
15753600	7
15757200	34
15760800	11
15764400	12
15768000	1
15771600	1
15775200	1
15778800	12
15782400	25
15786000	4
15789600	0
15793200	0
15796800	0
15800400	0
15804000	0
15807600	0
15811200	0
15814800	0
15818400	0
15822000	0
15825600	0
15829200	0
15832800	29
15836400	71
15840000	333
15843600	417
15847200	650
15850800	597
15854400	729
15858000	782
15861600	758
15865200	682
15868800	602
15872400	424
15876000	181
15879600	21
15883200	0
15886800	0
15890400	0
15894000	0
15897600	0
15901200	0
15904800	0
15908400	0
15912000	0
15915600	29
15919200	241
15922800	430
15926400	583
15930000	658
15933600	437
15937200	403
15940800	403
15944400	402
15948000	583
15951600	539
15955200	457
15958800	414
15962400	184
15966000	28
15969600	0
15973200	0
15976800	0
15980400	0
15984000	0
15987600	0
15991200	0
15994800	0
15998400	0
16002000	72
16005600	285
16009200	441
16012800	600
16016400	705
16020000	756
16023600	798
16027200	802
16030800	780
16034400	757
16038000	682
16041600	603
16045200	432
16048800	246
16052400	36
16056000	0
16059600	0
16063200	0
16066800	0
16070400	0
16074000	0
16077600	0
16081200	0
16084800	0
16088400	69
16092000	281
16095600	429
16099200	587
16102800	690
16106400	740
16110000	799
16113600	717
16117200	267
16120800	455
16124400	105
16128000	57
16131600	0
16135200	0
16138800	0
16142400	0
16146000	0
16149600	0
16153200	0
16156800	0
16160400	0
16164000	0
16167600	0
16171200	0
16174800	45
16178400	220
16182000	250
16185600	246
16189200	258
16192800	275
16196400	493
16200000	464
16203600	464
16207200	457
16210800	544
16214400	334
16218000	311
16221600	249
16225200	33
16228800	0
16232400	0
16236000	0
16239600	0
16243200	0
16246800	0
16250400	0
16254000	0
16257600	0
16261200	0
16264800	0
16268400	0
16272000	0
16275600	0
16279200	1
16282800	36
16286400	1
16290000	1
16293600	35
16297200	17
16300800	6
16304400	5
16308000	0
16311600	0
16315200	0
16318800	0
16322400	0
16326000	0
16329600	0
16333200	0
16336800	0
16340400	0
16344000	0
16347600	0
16351200	28
16354800	165
16358400	23
16362000	33
16365600	11
16369200	12
16372800	12
16376400	1
16380000	2
16383600	0
16387200	0
16390800	0
16394400	0
16398000	0
16401600	0
16405200	0
16408800	0
16412400	0
16416000	0
16419600	0
16423200	0
16426800	0
16430400	0
16434000	0
16437600	0
16441200	73
16444800	10
16448400	17
16452000	26
16455600	27
16459200	272
16462800	512
16466400	664
16470000	533
16473600	468
16477200	354
16480800	175
16484400	9
16488000	0
16491600	0
16495200	0
16498800	0
16502400	0
16506000	0
16509600	0
16513200	0
16516800	0
16520400	0
16524000	27
16527600	68
16531200	213
16534800	264
16538400	143
16542000	96
16545600	301
16549200	146
16552800	93
16556400	128
16560000	73
16563600	140
16567200	51
16570800	0
16574400	0
16578000	0
16581600	0
16585200	0
16588800	0
16592400	0
16596000	0
16599600	0
16603200	0
16606800	0
16610400	26
16614000	163
16617600	189
16621200	114
16624800	136
16628400	447
16632000	461
16635600	49
16639200	26
16642800	448
16646400	93
16650000	6
16653600	0
16657200	0
16660800	0
16664400	0
16668000	0
16671600	0
16675200	0
16678800	0
16682400	0
16686000	0
16689600	0
16693200	0
16696800	0
16700400	69
16704000	15
16707600	17
16711200	153
16714800	136
16718400	275
16722000	62
16725600	423
16729200	387
16732800	357
16736400	342
16740000	171
16743600	28
16747200	0
16750800	0
16754400	0
16758000	0
16761600	0
16765200	0
16768800	0
16772400	0
16776000	0
16779600	36
16783200	193
16786800	331
16790400	566
16794000	704
16797600	759
16801200	789
16804800	575
16808400	467
16812000	266
